id	filename	md5	size	state
0f402148-3278-409c-bb54-38eda44d2d3a	TCGA-90-7964-01Z-00-DX1.25D2CC5D-2383-41FE-B5D5-0ACFC0F8209B.svs	783d1d5eb753f3e64c3874c3568cdcbc	350374287	validated
0f5147c7-a4fc-425e-a292-d097e224ffc5	TCGA-MP-A4TE-01Z-00-DX1.B4680570-FD2E-47A5-8D50-A508CEB6A62C.svs	f91411bea899cfa8833e3e8ec003e340	1960704869	validated
0f54c4fc-8d6b-4917-b19b-ef892a80bc6e	TCGA-56-8082-01Z-00-DX1.f0056ce7-58cf-4fc7-b249-ddeadeafafb3.svs	10083b28d43f1287f148d41e903c8349	28018171	validated
0f6e1935-e334-4f2f-92a4-3d03dd21636f	TCGA-66-2791-01Z-00-DX1.7ae2b6ab-5284-4772-bc1e-fd608f70e583.svs	d1e8a91877e4a25199134766534ca79f	189060419	validated
0fb7fb22-e497-4e6c-8d7d-5fb37857ce93	TCGA-78-7167-01Z-00-DX1.f79e1a9b-a3eb-4c91-a1fd-7bb58b1620b1.svs	917f90a1cb483b3836558ca626ab3d6f	1091331787	validated
1025a0b2-3c55-43ef-b30c-5f42669c8800	TCGA-35-3615-01Z-00-DX1.585128eb-6652-4b05-9a83-dc8f242904a6.svs	0c9a2979833eb087376153c225d5413e	721145917	validated
10c7fa9e-0d67-419c-8f68-a7bfd6265e0c	TCGA-49-6743-01Z-00-DX1.ddae5601-6ffa-4a70-8755-8645d5e45135.svs	d02b3a0a8f381c4dacbc494cbf857ca8	1361820523	validated
11062753-ef9d-431d-86d0-884068357520	TCGA-95-7039-01Z-00-DX1.C191A46D-A667-4BF6-8E6B-3E5CBF9DF43F.svs	3b36db74c95d86c5521c959af4df32cf	1290184124	validated
11076046-f2b1-42f5-8ab5-c34b88c007eb	TCGA-55-8205-01Z-00-DX1.6df6d499-f325-409d-acb1-9e13172f2bb4.svs	3534b7701505661d24c3fd9b99690d6c	191006041	validated
11203d58-feef-488f-99fb-268eb59d0fe6	TCGA-44-6147-01Z-00-DX1.a34a9f49-e86b-43ee-9e2d-7ef35da0aecf.svs	5b954c976f7464f476196eb5102fba1d	229097175	validated
1123d866-9b24-47e1-a285-20a374d62df0	TCGA-60-2712-01Z-00-DX1.97003dfc-4b37-4491-86e8-0801e6825aae.svs	c6093b0c1f9525507129700a9ee89150	846882785	validated
11317f67-9a4f-47fe-a03d-2c57d7c6eaa1	TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86.svs	92023397d8b1ca47d28fa6525f567caa	148751655	validated
114a7487-c413-4855-af3a-dc217068df9d	TCGA-49-6744-01Z-00-DX2.1982e585-65a4-4330-9140-ccabcdd106f8.svs	63ba6735a6792a1584c8881c0722a8ae	814444295	validated
115be708-eb6f-48a4-9337-8c3c466bc4e8	TCGA-97-8177-01Z-00-DX1.4c2ddf48-40d3-4fa0-8b5f-0485e8270ac7.svs	4ca023a2b6441204bfd1e28371c5a381	2192021146	validated
1188ad41-a075-4754-9e98-f1c28e7b72f3	TCGA-39-5031-01Z-00-DX1.f9264b3b-9fdf-4fb7-8752-2d3ffd3de3ea.svs	8414b67fe80d4ad0924a287f4197673e	348731375	validated
1197838f-16b2-414a-b17d-b5a32182bf1d	TCGA-85-8351-01Z-00-DX1.E3340212-A6C4-4CB4-89A3-E632D3481BE4.svs	60e704bbb7d3d8f760a4bb00fbeccb3a	488902281	validated
11d8af1e-af05-4592-856f-e98af0df66ec	TCGA-49-6767-01Z-00-DX1.53459c0e-b8ec-4893-9910-87b63c503134.svs	100dbf26bb397a71c9f3b8e7c6f95031	1250474336	validated
1200c2f9-f3de-4679-b732-42b6080649be	TCGA-49-4488-01Z-00-DX7.a04b36c3-9cfd-4195-92c0-70046cd49d9a.svs	dbcc5c68392da31d54729595121a0815	356865479	validated
1286b45d-6ad9-43cf-960a-edaa86d46441	TCGA-L9-A50W-01Z-00-DX1.21FAAB58-58EF-4A6A-8F0A-16D9AB9B1056.svs	f928b2f172d8e0e1b522f383d49d45e4	1909130765	validated
1294bd07-25a8-47ae-a029-13b118c4acd9	TCGA-75-7030-01Z-00-DX1.5DDF24B5-00D1-4418-A067-A9B609E15314.svs	4832a3649df7b45e474d53e3ff12ed3f	479223350	validated
12a826f1-0683-4ff7-a3a6-4158a2de785f	TCGA-05-4422-01Z-00-DX1.4802093f-71ea-43d5-bd92-b4bd7fc8c5bf.svs	35be3e273b8fb50bba859049840bc3ed	358619644	validated
12aa74f7-8a9e-4ac1-888a-0c214810a682	TCGA-73-4659-01Z-00-DX1.578400cd-d284-451b-8fdf-9f82c1458276.svs	781158516ad9dfa6900c02d6c0342ebd	786241541	validated
12b4372a-0c72-443a-8aea-db91f01cffc5	TCGA-95-7562-01Z-00-DX1.C722891A-C5C6-4F0D-A73F-259FA8DB2394.svs	8d791aea8c3f7351ab8f37dd6896430e	1374469630	validated
12d61c6b-c6ac-44d8-9345-25f9cefa8096	TCGA-22-1017-01Z-00-DX1.9562FE79-A261-42D3-B394-F3E0E2FF7DDA.svs	bed86b1dd0b6eaedf4dcf19cd11b4ecf	968152543	validated
12e22203-e5ae-4403-a4c3-a044f3122251	TCGA-55-8089-01Z-00-DX1.da4d99ff-4a7c-45a3-b79c-039c0c9e9712.svs	ec1dfa1025cc57e00a65eeae5d0f5e84	55701329	validated
12e28d9f-920c-4734-9cfb-211475ec2875	TCGA-49-4510-01Z-00-DX2.e0552b15-6bd7-4660-8a60-9edd0d638e7e.svs	cbe6cb43f43138f7110ab447ad6e4b34	850694559	validated
12f0cc78-c8b7-47b9-9588-d7f5a28a30d0	TCGA-MP-A4TD-01Z-00-DX1.937DEBC9-F5D5-4682-AA9A-13D8226EE06C.svs	1a2204cf29455ca0244fafc82af47ed8	1533468629	validated
12fcdf28-2046-493d-8e95-42ffb2907b26	TCGA-97-A4M2-01Z-00-DX1.5C72522C-1538-4D68-B517-5FB05A9D401A.svs	f4860c4398a61346adce10599a59f6d3	665299027	validated
12fe7a59-31df-4a52-a485-dbe0532d4b69	TCGA-50-8457-01Z-00-DX1.F4B6ECCE-F22B-43FC-9A08-4366A24A67A4.svs	3285c3a3ab6ec43ba1478e417eb210a0	1751548371	validated
130bd03d-8b0d-48fd-a8ed-f87ae05d27eb	TCGA-77-7463-01Z-00-DX1.c255e325-1ba7-4108-b8b8-22c02241c83f.svs	66cdbe839bf56edf1d7057aacb694627	960152161	validated
13619d2c-8f7b-4dae-a47a-04283ae0e38d	TCGA-63-5128-01Z-00-DX1.7D6C6ABF-D035-4F48-811B-629A0B4AD597.svs	061c944e5f9d8e006672f5eec2e537b9	346034228	validated
1426a34e-2505-41fd-9e33-cd64bf000849	TCGA-62-A46R-01Z-00-DX1.AD823FBA-A63F-4D36-8B84-2C995DE5FC47.svs	c6fdc7bd2300067cbbe8ef7d9b644025	836447472	validated
146d7440-b922-43bb-8239-4ed4ced66599	TCGA-69-8453-01Z-00-DX1.C472096B-95BA-42CD-ADEB-326C38F9DC95.svs	71abbd7194f2d241a3d7965bea3cb976	1677844651	validated
14bd2b1e-60a9-49c6-b3ca-04d8b59d25c5	TCGA-NJ-A4YQ-01Z-00-DX1.56C29975-77E9-4822-A9E1-83AD70D6C5F7.svs	f6a347b54ca7f288650f18cd0e9a628c	2094650531	validated
150991a5-c7d4-41d3-9b0b-a208c41805f2	TCGA-93-A4JP-01Z-00-DX1.994E229B-5251-4F61-8C41-863047F3A136.svs	9dc684ebe22dcb79ffcbfdcafec3643f	1014812095	validated
152e1963-c0d4-4541-86a7-9665ef985ebd	TCGA-85-6560-01Z-00-DX1.bf857c85-ebe7-4135-a4ec-038a57efc319.svs	39c8bf4c3eb3c2641fc5c89116fc2189	296076179	validated
1587b36d-d63f-4ad5-bae2-3a5de2f82990	TCGA-NC-A5HF-01Z-00-DX1.6371242D-227A-4531-8BB3-FD1AABF770C9.svs	1726047299d37891a547eb0b9ccd066d	1026114827	validated
1637890c-cd9f-49d1-8437-95e640309494	TCGA-56-6546-01Z-00-DX1.4fecf41b-6757-4c0d-98c4-24b9a65144f1.svs	23c7cac0d5e7f3b948902e5b22da4ac1	215236447	validated
165c9ebd-33ce-442f-ada3-9fdbd62f29d6	TCGA-44-7672-01Z-00-DX1.71f4a0c6-a9cc-481c-ace8-c8c314952aa1.svs	170ab1e8a6dcf47ddaa9f61f7eee71ba	189274795	validated
16829d0d-876a-4099-aca0-28b8368be99d	TCGA-85-A512-01Z-00-DX1.154BBD51-803C-46F0-840E-D2597E648365.svs	a52663c653769069f68b12ce51bfd519	574614243	validated
16de0605-d23b-48e8-bb9f-996a8fa519f0	TCGA-21-5783-01Z-00-DX1.3FAB28DF-5748-42D5-8257-3D440C4FB5FB.svs	1477c7c928066138ec6d9b2c5794a0bd	439661359	validated
17233b10-a5f2-4cde-85f1-0f15a7d57f0f	TCGA-44-6778-01Z-00-DX1.5e932267-cc68-4a8e-a660-fe2cc0c59ff4.svs	a0115383b42117d85613f69aac962415	284312465	validated
173ca930-224b-4f2e-8997-8ab529cf6011	TCGA-55-1596-01Z-00-DX1.de65522d-92ab-408e-9b7e-24210d386b97.svs	09a64acd4e564ba127dd7c319026afbf	720626527	validated
17600ed5-8c94-4a71-b027-b0fc86715c1f	TCGA-63-A5MJ-01Z-00-DX1.4F060025-3A21-4FEB-8A63-F55A95BFBA30.svs	6cfb7f145dba45540e2b39ab0974cd9b	95271782	validated
17665eae-bf2b-423a-8f0e-cf0a2c7313b4	TCGA-62-A46U-01Z-00-DX1.5129535F-8B6A-4647-8A88-3EE125642874.svs	2faf0722448f5cb544362b93fdd3943d	1107348558	validated
177e40ff-bb68-49d0-aaa3-a73f5c26f2c0	TCGA-85-7844-01Z-00-DX1.9035209b-75ae-4c9b-8edf-5851af490f29.svs	5d3e48d6d219bc2f8eaaa8472d985cdb	454577689	validated
1795ead0-ec96-491d-999d-db7a8b549d36	TCGA-66-2793-01Z-00-DX1.133bc2be-1407-422c-a356-2477f1020c50.svs	42becf0eee40ef7a3987391473769d93	596382505	validated
1836f269-fdff-4918-9060-5d2e9e4215ac	TCGA-44-2656-01Z-00-DX1.5f247f31-4bb5-460d-a1f7-7dcdba33c835.svs	84d8cff2fcc0f4c64204c8c4521b82f8	303842349	validated
187b838a-d16a-45a3-b0a0-356bc0d9aff2	TCGA-18-4086-01Z-00-DX1.1D06B771-F978-4763-8D4E-7B540E02C55A.svs	98d98c08228e406b694343436300d06e	816479420	validated
18ab0232-beb1-4828-bbee-8b6676ea8584	TCGA-NC-A5HK-01Z-00-DX1.9CC2445A-D1EA-4E6E-96CF-710D2CDA073B.svs	5a4595f3b308b2dae53201253413b362	2581275517	validated
18b17de9-96ea-4353-b568-cc60376b3d24	TCGA-49-4514-01Z-00-DX1.9c304807-2a0c-44f7-97cc-fbd30f2c740f.svs	e2944b60e5da42fc1e6373f2bfc9739d	254498505	validated
18f128b3-55ac-4ee8-b869-374c2f89caa3	TCGA-67-3771-01Z-00-DX1.7B54D132-6AB7-4F2D-8BFF-33AFE83CF204.svs	c9f047cdc7579af62cb2a475b81e0a7b	965909580	validated
18f8c15f-d2fa-45cf-ac59-23b73f92ac4e	TCGA-49-6742-01Z-00-DX5.74539ee6-0ac6-4663-89f1-c6a74a59a4cb.svs	b91a6a09775def0ac93179e891a475b8	1264278319	validated
194d9c39-1207-400e-a06e-9cafe6a1804f	TCGA-33-4586-01Z-00-DX1.3b7dbb34-4bb4-4de5-a67f-1b6260fd8f15.svs	d0184bb1176952d3bbe9d68fdb11e80d	1027943095	validated
195f5c4e-702d-4007-9541-959eb896e31d	TCGA-44-3918-01Z-00-DX1.6da70a8b-6307-423a-9d2d-380c16962855.svs	36efa0d829d2dccd1c97b82a884375f3	511419005	validated
1a0c639a-e273-41ba-88dd-9da758cfb85d	TCGA-60-2706-01Z-00-DX1.db003232-66ab-437e-81c7-f490310ca03a.svs	f8b99f16d9d2098c8677f9175a3b0d47	1414523229	validated
1a2d3851-8aec-4697-b3c1-b6335ba812bd	TCGA-77-8133-01Z-00-DX1.fcc117be-cc86-437a-8500-edb045d4195a.svs	873ddecacb24bdbba99bd309fbfca740	481142063	validated
1aaef477-6e25-40de-a454-f8080a946fa4	TCGA-64-1677-01Z-00-DX1.7720D42B-1F57-4C23-9BC5-87C456E7737B.svs	95e9b0927ea751ee12187169711d3fb3	690657835	validated
1b69ab5a-d1fc-4da5-89d1-60b123097792	TCGA-86-8279-01Z-00-DX1.fd12b60e-d181-454b-a655-298a973a849d.svs	d634ebcda219d30dea24c24b5d27e372	621193831	validated
1bab5864-d47f-4118-a921-b9324d9f977e	TCGA-56-8624-01Z-00-DX1.18DFDAB8-1701-4E15-9321-7D99CD15E4B0.svs	bbc055762e9446caa10d9ac7f814583a	191442100	validated
1c0e4eb7-7a12-48e7-af12-eabd16a24db7	TCGA-78-8662-01Z-00-DX1.754A4C57-B5FA-4077-99E4-F6EFA6459410.svs	0e21e34d9c7502e0dab8f7aceb2e0b57	1783142011	validated
1c39f7d0-c5b2-4900-a68f-87849afb916d	TCGA-MP-A4SY-01Z-00-DX1.9535274F-C850-409E-80A1-B933B2F1A110.svs	8041482f2e946797f8093ce9bb024162	1324980465	validated
1c573865-2bbb-4c6f-be4e-071e92a9f0e5	TCGA-J2-A4AE-01Z-00-DX1.42C5DE4A-7787-4E59-8969-D12503262C96.svs	3487ba04ddd9159e8e597eb6265b0a20	1127434188	validated
1c72d582-8244-474e-b6c4-9556610de192	TCGA-46-3767-01Z-00-DX1.1f1899f9-7d6e-438c-b7ac-701ea088734d.svs	80bb8f74dbe53a2c3c6ddc81a0bd3fb3	603555103	validated
1c78a0d9-7310-4421-940d-84de964853c9	TCGA-44-7667-01Z-00-DX1.2be2e379-7368-4fa7-a619-ace84febecb3.svs	48b41d96e8066b0b0903ab5752a96c78	339660829	validated
1cdc4239-44ac-412e-96e0-4841dd483d8d	TCGA-MP-A4TJ-01Z-00-DX1.14EDBE5C-5D0C-4002-BE95-AF5C9D9F3D43.svs	3ec42f9485e389035684ffafd3f5cc12	1550503910	validated
1db0891c-919f-471d-bb1a-bd23b07a3b35	TCGA-22-4604-01Z-00-DX1.C398D192-8564-42AB-89B8-461F0830D8A1.svs	75fc74b09dde8961b0d6fe165cdaa766	2101913005	validated
1e03047b-8d27-4d6b-a242-404831dc3e9a	TCGA-37-4132-01Z-00-DX1.5e5a564d-6561-48e7-a3a2-81a523392d8b.svs	7aab583325a5f86293c8e367f6e6285d	542077195	validated
1e605cac-7d40-4e2c-a75c-17f80beeb4ef	TCGA-55-8511-01Z-00-DX1.8EDFB05B-5B59-46EA-973C-1048B1E284D2.svs	e9c114041c3f4c5bee1eb1e4fd4b743f	146047936	validated
1ee35c11-7edc-473c-86ba-d7e8c494cb8f	TCGA-44-A47G-01Z-00-DX1.810F67EC-3A0C-4056-B736-3331A11412CC.svs	9009e39244c58f21a808642e7ecf63b9	348214315	validated
1f178d38-98dc-4ed8-8dc7-3a6e10320a45	TCGA-05-4397-01Z-00-DX1.00e9cdb3-b50e-439c-86b0-d7b73b802c0d.svs	0c11a65eddb585d9bd93463de078bdbb	492001142	validated
